id,accession_number,artist,artistId,title,dateText,creditLine,year,dimensions,width,height,depth,units,inscription,thumbnailUrl
69583,A01453,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01453_8.jpg
69584,A01454,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01454_8.jpg
69585,A01455,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01455_8.jpg
69586,A01456,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01456_8.jpg
69587,A01457,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01457_8.jpg
69588,A01458,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01458_8.jpg
69589,A01459,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01459_8.jpg
69590,A01460,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01460_8.jpg
69591,A01461,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01461_8.jpg
69592,A01462,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01462_8.jpg
69593,A01463,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01463_8.jpg
69594,A01464,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01464_8.jpg
69595,A01465,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01465_8.jpg
69596,A01466,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01466_8.jpg
69597,A01467,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01467_8.jpg
69598,A01468,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01468_8.jpg
69599,A01469,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01469_8.jpg
69600,A01470,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01470_8.jpg
69601,A01471,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01471_8.jpg
69602,A01472,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01472_8.jpg
69603,A01473,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01473_8.jpg
69604,A01474,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01474_8.jpg
69605,A01475,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01475_8.jpg
69606,A01476,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01476_8.jpg
69607,A01477,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01477_8.jpg
69608,A01478,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01478_8.jpg
69609,A01479,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01479_8.jpg
69610,A01480,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01480_8.jpg
69611,A01481,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01481_8.jpg
69612,A01482,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01482_8.jpg
69613,A01483,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01483_8.jpg
69614,A01484,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01484_8.jpg
69615,A01485,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01485_8.jpg
69616,A01486,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01486_8.jpg
69617,A01487,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01487_8.jpg
69618,A01488,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01488_8.jpg
69619,A01489,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01489_8.jpg
69620,A01490,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01490_8.jpg
69621,A01491,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01491_8.jpg
69622,A01492,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01492_8.jpg
69623,A01493,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01493_8.jpg
69624,A01494,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01494_8.jpg
69625,A01495,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01495_8.jpg
69626,A01496,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01496_8.jpg
69627,A01497,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01497_8.jpg
69628,A01498,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01498_8.jpg
69629,A01499,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01499_8.jpg
69630,A01500,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01500_8.jpg
69631,A01501,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01501_8.jpg
69632,A01502,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01502_8.jpg
69633,A01503,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01503_8.jpg
69634,A01504,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01504_8.jpg
69635,A01505,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01505_8.jpg
69636,A01506,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01506_8.jpg
69637,A01507,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01507_8.jpg
69638,A01508,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01508_8.jpg
69639,A01509,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01509_8.jpg
69640,A01510,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01510_8.jpg
69641,A01511,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01511_8.jpg
69642,A01512,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01512_8.jpg
69643,A01513,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01513_8.jpg
69644,A01514,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01514_8.jpg
69645,A01515,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01515_8.jpg
69646,A01516,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01516_8.jpg
69647,A01517,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01517_8.jpg
69648,A01518,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01518_8.jpg
69649,A01519,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01519_8.jpg
69650,A01520,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01520_8.jpg
69651,A01521,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01521_8.jpg
69652,A01522,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01522_8.jpg
69653,A01523,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01523_8.jpg
69654,A01524,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01524_8.jpg
69655,A01525,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01525_8.jpg
69656,A01526,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01526_8.jpg
69657,A01527,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01527_8.jpg
69658,A01528,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01528_8.jpg
69659,A01529,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01529_8.jpg
69660,A01530,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01530_8.jpg
69661,A01531,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01531_8.jpg
69662,A01532,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01532_8.jpg
69663,A01533,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01533_8.jpg
69664,A01534,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01534_8.jpg
69665,A01535,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01535_8.jpg
69666,A01536,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01536_8.jpg
69667,A01537,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01537_8.jpg
69668,A01538,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01538_8.jpg
69669,A01539,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01539_8.jpg
69670,A01540,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01540_8.jpg
69671,A01541,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01541_8.jpg
69672,A01542,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01542_8.jpg
69673,A01543,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01543_8.jpg
69674,A01544,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01544_8.jpg
69675,A01545,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01545_8.jpg
69676,A01546,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01546_8.jpg
69677,A01547,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01547_8.jpg
69678,A01548,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01548_8.jpg
69679,A01549,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01549_8.jpg
69680,A01550,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01550_8.jpg
69681,A01551,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01551_8.jpg
69682,A01552,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01552_8.jpg
69683,A01553,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01553_8.jpg
69684,A01554,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01554_8.jpg
69685,A01555,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01555_8.jpg
69686,A01556,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01556_8.jpg
69687,A01557,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01557_8.jpg
69688,A01558,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01558_8.jpg
69689,A01559,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01559_8.jpg
69690,A01560,"Jones, George",300,[title not known],,Presented by the artist's widow 1888,,,,,,,,http://www.tate.org.uk/art/images/work/A/A01/A01560_8.jpg
